Store,Date,Predicted_Sales
353,2015-08-28,998.09546
353,2015-08-29,973.3333
353,2015-08-30,897.9921
353,2015-08-31,963.85864
353,2015-09-01,983.02155
353,2015-09-02,989.0615
353,2015-09-03,987.43646
353,2015-09-04,998.09546
353,2015-09-05,973.3333
353,2015-09-06,897.9921
353,2015-09-07,963.85864
353,2015-09-08,983.02155
353,2015-09-09,989.0615
353,2015-09-10,987.43646
353,2015-09-11,998.09546
423,2015-08-01,1624.87
423,2015-08-02,1541.9194
423,2015-08-03,1603.5193
423,2015-08-04,1653.6125
423,2015-08-05,1658.1633
423,2015-08-06,1641.5372
423,2015-08-07,1699.0859
423,2015-08-08,1624.87
423,2015-08-09,1541.9194
423,2015-08-10,1603.5193
423,2015-08-11,1653.6125
423,2015-08-12,1658.1633
423,2015-08-13,1641.5372
423,2015-08-14,1699.0859
423,2015-08-15,1624.87
423,2015-08-16,1541.9194
423,2015-08-17,1603.5193
423,2015-08-18,1653.6125
423,2015-08-19,1658.1633
423,2015-08-20,1641.5372
423,2015-08-21,1699.0859
423,2015-08-22,1624.87
423,2015-08-23,1541.9194
423,2015-08-24,1603.5193
423,2015-08-25,1653.6125
423,2015-08-26,1658.1633
423,2015-08-27,1641.5372
423,2015-08-28,1699.0859
423,2015-08-29,1624.87
423,2015-08-30,1541.9194
423,2015-08-31,1603.5193
423,2015-09-01,1653.6125
423,2015-09-02,1658.1633
423,2015-09-03,1641.5372
423,2015-09-04,1699.0859
423,2015-09-05,1624.87
423,2015-09-06,1541.9194
423,2015-09-07,1603.5193
423,2015-09-08,1653.6125
423,2015-09-09,1658.1633
423,2015-09-10,1641.5372
423,2015-09-11,1699.0859
948,2015-08-01,1092.0283
948,2015-08-02,1019.1017
948,2015-08-03,1093.7982
948,2015-08-04,1127.9779
948,2015-08-05,1131.083
948,2015-08-06,1119.7386
948,2015-08-07,1135.4423
948,2015-08-08,1092.0283
948,2015-08-09,1019.1017
948,2015-08-10,1093.7982
948,2015-08-11,1127.9779
948,2015-08-12,1131.083
948,2015-08-13,1119.7386
948,2015-08-14,1135.4423
948,2015-08-15,1092.0283
948,2015-08-16,1019.1017
948,2015-08-17,1093.7982
948,2015-08-18,1127.9779
948,2015-08-19,1131.083
948,2015-08-20,1119.7386
948,2015-08-21,1135.4423
948,2015-08-22,1092.0283
948,2015-08-23,1019.1017
948,2015-08-24,1093.7982
948,2015-08-25,1127.9779
948,2015-08-26,1131.083
948,2015-08-27,1119.7386
948,2015-08-28,1135.4423
948,2015-08-29,1092.0283
948,2015-08-30,1019.1017
948,2015-08-31,1093.7982
948,2015-09-01,1127.9779
948,2015-09-02,1131.083
948,2015-09-03,1119.7386
948,2015-09-04,1135.4423
948,2015-09-05,1092.0283
948,2015-09-06,1019.1017
948,2015-09-07,1093.7982
948,2015-09-08,1127.9779
948,2015-09-09,1131.083
948,2015-09-10,1119.7386
948,2015-09-11,1135.4423
512,2015-08-01,1203.814
512,2015-08-02,1144.077
512,2015-08-03,1198.6088
512,2015-08-04,1222.4341
512,2015-08-05,1229.9435
512,2015-08-06,1219.0068
512,2015-08-07,1237.688
512,2015-08-08,1203.814
512,2015-08-09,1144.077
512,2015-08-10,1198.6088
512,2015-08-11,1222.4341
512,2015-08-12,1229.9435
512,2015-08-13,1219.0068
512,2015-08-14,1237.688
512,2015-08-15,1203.814
512,2015-08-16,1144.077
512,2015-08-17,1198.6088
512,2015-08-18,1222.4341
512,2015-08-19,1229.9435
512,2015-08-20,1219.0068
512,2015-08-21,1237.688
512,2015-08-22,1203.814
512,2015-08-23,1144.077
512,2015-08-24,1198.6088
512,2015-08-25,1222.4341
512,2015-08-26,1229.9435
512,2015-08-27,1219.0068
512,2015-08-28,1237.688
512,2015-08-29,1203.814
512,2015-08-30,1144.077
512,2015-08-31,1198.6088
512,2015-09-01,1222.4341
512,2015-09-02,1229.9435
512,2015-09-03,1219.0068
512,2015-09-04,1237.688
512,2015-09-05,1203.814
512,2015-09-06,1144.077
512,2015-09-07,1198.6088
512,2015-09-08,1222.4341
512,2015-09-09,1229.9435
512,2015-09-10,1219.0068
512,2015-09-11,1237.688
530,2015-08-01,1384.795
530,2015-08-02,1233.641
530,2015-08-03,1370.9097
530,2015-08-04,1411.055
530,2015-08-05,1416.3418
530,2015-08-06,1412.3936
530,2015-08-07,1441.6544
530,2015-08-08,1384.795
530,2015-08-09,1233.641
530,2015-08-10,1370.9097
530,2015-08-11,1411.055
530,2015-08-12,1416.3418
530,2015-08-13,1412.3936
530,2015-08-14,1441.6544
530,2015-08-15,1384.795
530,2015-08-16,1233.641
530,2015-08-17,1370.9097
530,2015-08-18,1411.055
530,2015-08-19,1416.3418
530,2015-08-20,1412.3936
530,2015-08-21,1441.6544
530,2015-08-22,1384.795
530,2015-08-23,1233.641
530,2015-08-24,1370.9097
530,2015-08-25,1411.055
530,2015-08-26,1416.3418
530,2015-08-27,1412.3936
530,2015-08-28,1441.6544
530,2015-08-29,1384.795
530,2015-08-30,1233.641
530,2015-08-31,1370.9097
530,2015-09-01,1411.055
530,2015-09-02,1416.3418
530,2015-09-03,1412.3936
530,2015-09-04,1441.6544
530,2015-09-05,1384.795
530,2015-09-06,1233.641
530,2015-09-07,1370.9097
530,2015-09-08,1411.055
530,2015-09-09,1416.3418
530,2015-09-10,1412.3936
530,2015-09-11,1441.6544
562,2015-08-01,1253.2417
562,2015-08-02,1162.0406
562,2015-08-03,1276.48
562,2015-08-04,1310.8743
562,2015-08-05,1314.4823
562,2015-08-06,1301.3003
562,2015-08-07,1319.5479
562,2015-08-08,1253.2417
562,2015-08-09,1162.0406
562,2015-08-10,1276.48
562,2015-08-11,1310.8743
562,2015-08-12,1314.4823
562,2015-08-13,1301.3003
562,2015-08-14,1319.5479
562,2015-08-15,1253.2417
562,2015-08-16,1162.0406
562,2015-08-17,1276.48
562,2015-08-18,1310.8743
562,2015-08-19,1314.4823
562,2015-08-20,1301.3003
562,2015-08-21,1319.5479
562,2015-08-22,1253.2417
562,2015-08-23,1162.0406
562,2015-08-24,1276.48
562,2015-08-25,1310.8743
562,2015-08-26,1314.4823
562,2015-08-27,1301.3003
562,2015-08-28,1319.5479
562,2015-08-29,1253.2417
562,2015-08-30,1162.0406
562,2015-08-31,1276.48
562,2015-09-01,1310.8743
562,2015-09-02,1314.4823
562,2015-09-03,1301.3003
562,2015-09-04,1319.5479
562,2015-09-05,1253.2417
562,2015-09-06,1162.0406
562,2015-09-07,1276.48
562,2015-09-08,1310.8743
562,2015-09-09,1314.4823
562,2015-09-10,1301.3003
562,2015-09-11,1319.5479
676,2015-08-01,1120.5219
676,2015-08-02,1042.053
676,2015-08-03,1152.405
676,2015-08-04,1176.9077
676,2015-08-05,1180.1475
676,2015-08-06,1168.3115
676,2015-08-07,1183.4502
676,2015-08-08,1120.5219
676,2015-08-09,1042.053
676,2015-08-10,1152.405
676,2015-08-11,1176.9077
676,2015-08-12,1180.1475
676,2015-08-13,1168.3115
676,2015-08-14,1183.4502
676,2015-08-15,1120.5219
676,2015-08-16,1042.053
676,2015-08-17,1152.405
676,2015-08-18,1176.9077
676,2015-08-19,1180.1475
676,2015-08-20,1168.3115
676,2015-08-21,1183.4502
676,2015-08-22,1120.5219
676,2015-08-23,1042.053
676,2015-08-24,1152.405
676,2015-08-25,1176.9077
676,2015-08-26,1180.1475
676,2015-08-27,1168.3115
676,2015-08-28,1183.4502
676,2015-08-29,1120.5219
676,2015-08-30,1042.053
676,2015-08-31,1152.405
676,2015-09-01,1176.9077
676,2015-09-02,1180.1475
676,2015-09-03,1168.3115
676,2015-09-04,1183.4502
676,2015-09-05,1120.5219
676,2015-09-06,1042.053
676,2015-09-07,1152.405
676,2015-09-08,1176.9077
676,2015-09-09,1180.1475
676,2015-09-10,1168.3115
676,2015-09-11,1183.4502
682,2015-08-01,907.67664
682,2015-08-02,857.6919
682,2015-08-03,932.99835
682,2015-08-04,953.8285
682,2015-08-05,956.4546
682,2015-08-06,946.8602
682,2015-08-07,961.9145
682,2015-08-08,907.67664
682,2015-08-09,857.6919
682,2015-08-10,932.99835
682,2015-08-11,953.8285
682,2015-08-12,956.4546
682,2015-08-13,946.8602
682,2015-08-14,961.9145
682,2015-08-15,907.67664
682,2015-08-16,857.6919
682,2015-08-17,932.99835
682,2015-08-18,953.8285
682,2015-08-19,956.4546
682,2015-08-20,946.8602
682,2015-08-21,961.9145
682,2015-08-22,907.67664
682,2015-08-23,857.6919
682,2015-08-24,932.99835
682,2015-08-25,953.8285
682,2015-08-26,956.4546
682,2015-08-27,946.8602
682,2015-08-28,961.9145
682,2015-08-29,907.67664
682,2015-08-30,857.6919
682,2015-08-31,932.99835
682,2015-09-01,953.8285
682,2015-09-02,956.4546
682,2015-09-03,946.8602
682,2015-09-04,961.9145
682,2015-09-05,907.67664
682,2015-09-06,857.6919
682,2015-09-07,932.99835
682,2015-09-08,953.8285
682,2015-09-09,956.4546
682,2015-09-10,946.8602
682,2015-09-11,961.9145
733,2015-08-01,989.4667
733,2015-08-02,929.32733
733,2015-08-03,1017.7742
733,2015-08-04,1033.8668
733,2015-08-05,1036.7131
733,2015-08-06,1026.3145
733,2015-08-07,1035.284
733,2015-08-08,989.4667
733,2015-08-09,929.32733
733,2015-08-10,1017.7742
733,2015-08-11,1033.8668
733,2015-08-12,1036.7131
733,2015-08-13,1026.3145
733,2015-08-14,1035.284
733,2015-08-15,989.4667
733,2015-08-16,929.32733
733,2015-08-17,1017.7742
733,2015-08-18,1033.8668
733,2015-08-19,1036.7131
733,2015-08-20,1026.3145
733,2015-08-21,1035.284
733,2015-08-22,989.4667
733,2015-08-23,929.32733
733,2015-08-24,1017.7742
733,2015-08-25,1033.8668
733,2015-08-26,1036.7131
733,2015-08-27,1026.3145
733,2015-08-28,1035.284
733,2015-08-29,989.4667
733,2015-08-30,929.32733
733,2015-08-31,1017.7742
733,2015-09-01,1033.8668
733,2015-09-02,1036.7131
733,2015-09-03,1026.3145
733,2015-09-04,1035.284
733,2015-09-05,989.4667
733,2015-09-06,929.32733
733,2015-09-07,1017.7742
733,2015-09-08,1033.8668
733,2015-09-09,1036.7131
733,2015-09-10,1026.3145
733,2015-09-11,1035.284
769,2015-08-01,1028.2454
769,2015-08-02,924.3628
769,2015-08-03,999.35156
769,2015-08-04,1019.2194
769,2015-08-05,1023.9194
769,2015-08-06,1022.2371
769,2015-08-07,1026.4977
769,2015-08-08,1028.2454
769,2015-08-09,924.3628
769,2015-08-10,999.35156
769,2015-08-11,1019.2194
769,2015-08-12,1023.9194
769,2015-08-13,1022.2371
769,2015-08-14,1026.4977
769,2015-08-15,1028.2454
769,2015-08-16,924.3628
769,2015-08-17,999.35156
769,2015-08-18,1019.2194
769,2015-08-19,1023.9194
769,2015-08-20,1022.2371
769,2015-08-21,1026.4977
769,2015-08-22,1028.2454
769,2015-08-23,924.3628
769,2015-08-24,999.35156
769,2015-08-25,1019.2194
769,2015-08-26,1023.9194
769,2015-08-27,1022.2371
769,2015-08-28,1026.4977
769,2015-08-29,1028.2454
769,2015-08-30,924.3628
769,2015-08-31,999.35156
769,2015-09-01,1019.2194
769,2015-09-02,1023.9194
769,2015-09-03,1022.2371
769,2015-09-04,1026.4977
769,2015-09-05,1028.2454
769,2015-09-06,924.3628
769,2015-09-07,999.35156
769,2015-09-08,1019.2194
769,2015-09-09,1023.9194
769,2015-09-10,1022.2371
769,2015-09-11,1026.4977
494,2015-08-01,1526.9143
494,2015-08-02,1436.7627
494,2015-08-03,1536.2317
494,2015-08-04,1584.2242
494,2015-08-05,1588.5842
494,2015-08-06,1562.5303
494,2015-08-07,1601.2684
494,2015-08-08,1526.9143
494,2015-08-09,1436.7627
494,2015-08-10,1536.2317
494,2015-08-11,1584.2242
494,2015-08-12,1588.5842
494,2015-08-13,1562.5303
494,2015-08-14,1601.2684
494,2015-08-15,1526.9143
494,2015-08-16,1436.7627
494,2015-08-17,1536.2317
494,2015-08-18,1584.2242
494,2015-08-19,1588.5842
494,2015-08-20,1562.5303
494,2015-08-21,1601.2684
494,2015-08-22,1526.9143
494,2015-08-23,1436.7627
494,2015-08-24,1536.2317
494,2015-08-25,1584.2242
494,2015-08-26,1588.5842
494,2015-08-27,1562.5303
494,2015-08-28,1601.2684
494,2015-08-29,1526.9143
494,2015-08-30,1436.7627
494,2015-08-31,1536.2317
494,2015-09-01,1584.2242
494,2015-09-02,1588.5842
494,2015-09-03,1562.5303
494,2015-09-04,1601.2684
494,2015-09-05,1526.9143
494,2015-09-06,1436.7627
494,2015-09-07,1536.2317
494,2015-09-08,1584.2242
494,2015-09-09,1588.5842
494,2015-09-10,1562.5303
494,2015-09-11,1601.2684
369,2015-08-01,1786.573
369,2015-08-02,1634.3684
369,2015-08-03,1750.2269
369,2015-08-04,1801.472
369,2015-08-05,1816.7242
369,2015-08-06,1811.6608
369,2015-08-07,1848.7701
369,2015-08-08,1786.573
369,2015-08-09,1634.3684
369,2015-08-10,1750.2269
369,2015-08-11,1801.472
369,2015-08-12,1816.7242
369,2015-08-13,1811.6608
369,2015-08-14,1848.7701
369,2015-08-15,1786.573
369,2015-08-16,1634.3684
369,2015-08-17,1750.2269
369,2015-08-18,1801.472
369,2015-08-19,1816.7242
369,2015-08-20,1811.6608
369,2015-08-21,1848.7701
369,2015-08-22,1786.573
369,2015-08-23,1634.3684
369,2015-08-24,1750.2269
369,2015-08-25,1801.472
369,2015-08-26,1816.7242
369,2015-08-27,1811.6608
369,2015-08-28,1848.7701
369,2015-08-29,1786.573
369,2015-08-30,1634.3684
369,2015-08-31,1750.2269
369,2015-09-01,1801.472
369,2015-09-02,1816.7242
369,2015-09-03,1811.6608
369,2015-09-04,1848.7701
369,2015-09-05,1786.573
369,2015-09-06,1634.3684
369,2015-09-07,1750.2269
369,2015-09-08,1801.472
369,2015-09-09,1816.7242
369,2015-09-10,1811.6608
369,2015-09-11,1848.7701
370,2015-08-01,1631.5433
370,2015-08-02,1518.4623
370,2015-08-03,1674.9336
370,2015-08-04,1705.1687
370,2015-08-05,1717.1448
370,2015-08-06,1712.3586
370,2015-08-07,1753.3562
370,2015-08-08,1631.5433
370,2015-08-09,1518.4623
370,2015-08-10,1674.9336
370,2015-08-11,1705.1687
370,2015-08-12,1717.1448
370,2015-08-13,1712.3586
370,2015-08-14,1753.3562
370,2015-08-15,1631.5433
370,2015-08-16,1518.4623
370,2015-08-17,1674.9336
370,2015-08-18,1705.1687
370,2015-08-19,1717.1448
370,2015-08-20,1712.3586
370,2015-08-21,1753.3562
370,2015-08-22,1631.5433
370,2015-08-23,1518.4623
370,2015-08-24,1674.9336
370,2015-08-25,1705.1687
370,2015-08-26,1717.1448
370,2015-08-27,1712.3586
370,2015-08-28,1753.3562
370,2015-08-29,1631.5433
370,2015-08-30,1518.4623
370,2015-08-31,1674.9336
370,2015-09-01,1705.1687
370,2015-09-02,1717.1448
370,2015-09-03,1712.3586
370,2015-09-04,1753.3562
370,2015-09-05,1631.5433
370,2015-09-06,1518.4623
370,2015-09-07,1674.9336
370,2015-09-08,1705.1687
370,2015-09-09,1717.1448
370,2015-09-10,1712.3586
370,2015-09-11,1753.3562
371,2015-08-01,1877.0901
371,2015-08-02,1903.372
371,2015-08-03,1912.5902
371,2015-08-04,1937.4537
371,2015-08-05,1942.117
371,2015-08-06,1938.9276
371,2015-08-07,1987.8638
371,2015-08-08,1877.0901
371,2015-08-09,1903.372
371,2015-08-10,1912.5902
371,2015-08-11,1937.4537
371,2015-08-12,1942.117
371,2015-08-13,1938.9276
371,2015-08-14,1987.8638
371,2015-08-15,1877.0901
371,2015-08-16,1903.372
371,2015-08-17,1912.5902
371,2015-08-18,1937.4537
371,2015-08-19,1942.117
371,2015-08-20,1938.9276
371,2015-08-21,1987.8638
371,2015-08-22,1877.0901
371,2015-08-23,1903.372
371,2015-08-24,1912.5902
371,2015-08-25,1937.4537
371,2015-08-26,1942.117
371,2015-08-27,1938.9276
371,2015-08-28,1987.8638
371,2015-08-29,1877.0901
371,2015-08-30,1903.372
371,2015-08-31,1912.5902
371,2015-09-01,1937.4537
371,2015-09-02,1942.117
371,2015-09-03,1938.9276
371,2015-09-04,1987.8638
371,2015-09-05,1877.0901
371,2015-09-06,1903.372
371,2015-09-07,1912.5902
371,2015-09-08,1937.4537
371,2015-09-09,1942.117
371,2015-09-10,1938.9276
371,2015-09-11,1987.8638
372,2015-08-01,1731.8759
372,2015-08-02,1745.6501
372,2015-08-03,1807.2028
372,2015-08-04,1839.6144
372,2015-08-05,1855.1892
372,2015-08-06,1852.1426
372,2015-08-07,1875.4814
372,2015-08-08,1731.8759
372,2015-08-09,1745.6501
372,2015-08-10,1807.2028
372,2015-08-11,1839.6144
372,2015-08-12,1855.1892
372,2015-08-13,1852.1426
372,2015-08-14,1875.4814
372,2015-08-15,1731.8759
372,2015-08-16,1745.6501
372,2015-08-17,1807.2028
372,2015-08-18,1839.6144
372,2015-08-19,1855.1892
372,2015-08-20,1852.1426
372,2015-08-21,1875.4814
372,2015-08-22,1731.8759
372,2015-08-23,1745.6501
372,2015-08-24,1807.2028
372,2015-08-25,1839.6144
372,2015-08-26,1855.1892
372,2015-08-27,1852.1426
372,2015-08-28,1875.4814
372,2015-08-29,1731.8759
372,2015-08-30,1745.6501
372,2015-08-31,1807.2028
372,2015-09-01,1839.6144
372,2015-09-02,1855.1892
372,2015-09-03,1852.1426
372,2015-09-04,1875.4814
372,2015-09-05,1731.8759
372,2015-09-06,1745.6501
372,2015-09-07,1807.2028
372,2015-09-08,1839.6144
372,2015-09-09,1855.1892
372,2015-09-10,1852.1426
372,2015-09-11,1875.4814
373,2015-08-01,2079.6602
373,2015-08-02,1869.6146
373,2015-08-03,2124.829
373,2015-08-04,2162.934
373,2015-08-05,2178.1233
373,2015-08-06,2174.5466
373,2015-08-07,2215.8523
373,2015-08-08,2079.6602
373,2015-08-09,1869.6146
373,2015-08-10,2124.829
373,2015-08-11,2162.934
373,2015-08-12,2178.1233
373,2015-08-13,2174.5466
373,2015-08-14,2215.8523
373,2015-08-15,2079.6602
373,2015-08-16,1869.6146
373,2015-08-17,2124.829
373,2015-08-18,2162.934
373,2015-08-19,2178.1233
373,2015-08-20,2174.5466
373,2015-08-21,2215.8523
373,2015-08-22,2079.6602
373,2015-08-23,1869.6146
373,2015-08-24,2124.829
373,2015-08-25,2162.934
373,2015-08-26,2178.1233
373,2015-08-27,2174.5466
373,2015-08-28,2215.8523
373,2015-08-29,2079.6602
373,2015-08-30,1869.6146
373,2015-08-31,2124.829
373,2015-09-01,2162.934
373,2015-09-02,2178.1233
373,2015-09-03,2174.5466
373,2015-09-04,2215.8523
373,2015-09-05,2079.6602
373,2015-09-06,1869.6146
373,2015-09-07,2124.829
373,2015-09-08,2162.934
373,2015-09-09,2178.1233
373,2015-09-10,2174.5466
373,2015-09-11,2215.8523
374,2015-08-01,1580.7382
374,2015-08-02,1470.4337
374,2015-08-03,1605.4001
374,2015-08-04,1630.7751
374,2015-08-05,1635.2632
374,2015-08-06,1630.7051
374,2015-08-07,1651.8303
374,2015-08-08,1580.7382
374,2015-08-09,1470.4337
374,2015-08-10,1605.4001
374,2015-08-11,1630.7751
374,2015-08-12,1635.2632
374,2015-08-13,1630.7051
374,2015-08-14,1651.8303
374,2015-08-15,1580.7382
374,2015-08-16,1470.4337
374,2015-08-17,1605.4001
374,2015-08-18,1630.7751
374,2015-08-19,1635.2632
374,2015-08-20,1630.7051
374,2015-08-21,1651.8303
374,2015-08-22,1580.7382
374,2015-08-23,1470.4337
374,2015-08-24,1605.4001
